Contextual Factors,"External elements that can influence the implementation and outcomes of a program, such as political, economic, and social conditions.",Recognizing and addressing these factors helps to adapt the program to its environment and enhance its effectiveness.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Contextual Viability,"Evaluations should recognize, monitor and balance the cultural and political interests and needs of individuals and groups.",,https://evaluationcanada.ca/career/evaluation-standards.html
Continuous Quality Improvement,"The systematic process of improving programs and services through an ongoing cycle of planning for an intervention, implementing the intervention, evaluating the implementation and effectiveness of the intervention, and acting to make improvements based on the evaluation findings.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Control group,"In quasi-experimental designs, a group of subjects who receive all influences except the program in exactly the same fashion as the treatment group (the latter called, in some circumstances, the experimental or program group). Also referred to as a non-program group.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Corrective Actions,Actions taken to mitigate at-risk assumptions that may threaten the success of the intervention.,Ensures that potential threats are managed and the intervention remains on track to achieve its goals.,https://utpjournals.press/doi/pdf/10.3138/cjpe.31131
Cost-benefit analysis,An analysis that combines the benefits of a program with the costs of the program. The benefits and costs are transformed into monetary terms.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Cost-effectiveness analysis,"An analysis that combines program costs and effects (impacts). However, the impacts do not have to be transformed into monetary benefits or costs.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Credentialed Evaluator (CE),A professional classification issued by the Canadian Evaluation Society to applicants who demonstrate specified competencies.,A certification that signifies expertise and professionalism in evaluation.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72349
Credentialing,The process of certifying evaluators based on established competencies and standards.,Recognizes and validates the expertise and qualifications of professional evaluators.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718923X00020/1-s2.0-S0149718923000460/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGsaCXVzLWVhc3QtMSJHMEUCIEedUSgwS1PoWdLiHfiQhRHUd%2B6e60gLqzHO9PJKQtZ%2FAiEAnGJwnWJto1P%2B%2FDsLAoLGpWqkq%2FBaC0v2IoM6pvvZWwYqswUIVBAFGgwwNTkwMDM1NDY4NjUiDPPBPjy7qCfkLXIryiqQBdYJONJ%2Bi5UtC3WPbljwn9PfL0aR%2BELMjq34nxaWb5x0CteuFKa3MnUYgdQGTVqfrkuuJr7A5MsHy4mcRAWxRubMcbKfy1GgrmbpSv0gBOngzKbXbUCM15PifrV9G6A4ryRJh59KIwuAvwlia%2F8pWZzm%2BSS%2BKPyvq5%2BS51KpSeIayX9B2Npu3rQ%2FNgouAw6eXXCYAt80LokVqqEp7Z4CTAetka2SC%2Fd3WpH1hbhKWbBpnNnb4%2BBXyHX8yzKhmJmtibwWTyv%2BPPMiVBm0Ia%2FojAS%2F6u1agAYbcZFod%2B1pV14%2B4RzeqhzPaSUBPnPbEL8u%2FQ%2BZasOgjom8pNnic4SZ23bOSP47OSjwh4tWgXuhfOGQCPnnG0ZOGo1Z2qmxxouh%2Fg8RjAkWt%2BUerpaLMNPsN2obbgh11FPdgRJtzwQ%2BWjHvqY2Fd1ONQv93f6x1SG6O6bnWptWHeayOREpWh%2F5ZRDUZPm4sVE6RTRqQFHkzw12ye5048Sm2WDxMqMS0pSNZBYgxP9vmqQcnTFeOoWq8Lc5DMgn4T2XBbPFVc6IYxxFN9%2F7j%2BjDo%2BRYw0VBODzNm05vjPtjlZ%2BRAAdsJQ3Gy9DZJUyISRXEUvKyb4hIwOs8XV6e3%2FC%2FVOhuCbul1MOAxBtyey9h9NlcuJKjYhMRcX9c5hvndPT%2Bg8Am9fs40A7Ba8v58VrdloKKDRw6KoZ2y5C6eORq0dKr4OLlCCdd5Ez0tB%2Fhux8Rb9GGQSGUQfDKpgy%2B1H2Z%2BwMyzr1aVz2MHCUC7h4i%2BbzPLylgYE2%2FVoYHRC0sZTFLMuXyit4PlUEMStcsELTNU1IiQWilgUT9tywadJXZ6%2BbFOO3WQeDMVskkzYh6DU%2B0nT9dW84F%2FrdBFMIbSprUGOrEBBKy6NGYmfNa5Gi5IrZK3MNRRaf22NrWEJwdhFNIEwFWWfLI6BsyHGwnPbSfb5c3mYJwwFSBxHT9AQ%2Fs9dEDrR%2F98ajBxAo6G0Ugju%2B6cKt5%2FW4Z7us9dYnc9HjtRJ%2BzG2gry7hGGFzLHIfU5xxvUo9BgAxa6QWEQn1JqVYjXzND1zNg59XrozdCjnmzz6OhUPT1z%2BAZfpkylUWU1f%2F%2BRHxi3uB4Nx2B4vj9dfizaEq3v&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T041708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTE2WNFPU%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1e377796adc4ef0ce84bbd501a531c59c3f01a8d2ad14aab99864caaf171897d&hash=43a7e0b15a2fa90ac50928844985768402ffa93db90d9b1deffb748464c741e6&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149718923000460&tid=spdf-88da4ffa-7a35-42a0-bee9-b9bca550d1bb&sid=f4586b333f2515449d286ec5cba3cb536594gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004035007&rr=8abac6e92890ab15&cc=ca
Critical Friend,"An evaluator role in EE where the evaluator supports and challenges stakeholders, providing guidance and facilitating self-assessment.","Balances support with constructive feedback, promoting learning and improvement among stakeholders.",https://utpjournals.press/doi/pdf/10.3138/cjpe.73991
Critical Thinking,The objective analysis and evaluation of an issue in order to form a judgment.,Enhances problem-solving skills and the ability to make informed decisions based on evidence and reasoning.,https://link.springer.com/article/10.1007/s10755-019-09484-19
Cross-sectional data,Data collected at one point in time from various entities.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Cross-sectional designs,A type of evaluation design that involves the collection and analysis of data at only one specific point in time.,,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Cultural Responsiveness,The practice of being aware of and addressing cultural differences and contexts in the evaluation process.,Ensures that evaluations are respectful of and relevant to the cultural contexts of the stakeholders involved.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0149718911001194?via%3Dihub
Culturally Responsive Evaluation,An evaluation approach that is respectful of and relevant to the cultural context and values of the community being evaluated.,"Ensures that the evaluation process and findings are meaningful and acceptable to the community, enhancing the utility and impact of the evaluation.",https://www.utpjournals.press/doi/pdf/10.3138/cjpe.71350
Data,Information collected for analysis to help make decisions or understand a situation better.,Accurate and relevant data are crucial for evaluating the effectiveness and impact of a program.,https://evaluationcanada.ca/career/what-is-evaluation.html
Data Analysis,Process of systematically applying statistical and logical techniques to describe and evaluate data.,Interpreting data accurately to draw meaningful conclusions.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72353
Data collection method,"The way facts about a program and its outcomes are amassed. Data collection methods often used in program evaluations include literature search, file review, natural observations, surveys, expert opinion, and case studies.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Data Collection System,An integrated framework for gathering both quantitative and qualitative data to assess a program's impact and effectiveness.,Ensures comprehensive data gathering to inform evaluation findings and recommendations.,https://static1.squarespace.com/static/5b6e3f9be17ba34005b18f61/t/609aa746bc11da366b6e33d3/1680724627910/2021_rd2_EN+-+DWF
Data Sources,"The origins from which data are obtained for an evaluation, such as surveys, administrative records, or observation.",Identifying appropriate data sources ensures the collection of relevant and accurate information for the evaluation.,
Data Validity,The degree to which data accurately represents the phenomenon being studied.,Critical for ensuring that evaluation findings are sound and can be relied upon for decision-making.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718923X00020/1-s2.0-S0149718923000460/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGsaCXVzLWVhc3QtMSJHMEUCIEedUSgwS1PoWdLiHfiQhRHUd%2B6e60gLqzHO9PJKQtZ%2FAiEAnGJwnWJto1P%2B%2FDsLAoLGpWqkq%2FBaC0v2IoM6pvvZWwYqswUIVBAFGgwwNTkwMDM1NDY4NjUiDPPBPjy7qCfkLXIryiqQBdYJONJ%2Bi5UtC3WPbljwn9PfL0aR%2BELMjq34nxaWb5x0CteuFKa3MnUYgdQGTVqfrkuuJr7A5MsHy4mcRAWxRubMcbKfy1GgrmbpSv0gBOngzKbXbUCM15PifrV9G6A4ryRJh59KIwuAvwlia%2F8pWZzm%2BSS%2BKPyvq5%2BS51KpSeIayX9B2Npu3rQ%2FNgouAw6eXXCYAt80LokVqqEp7Z4CTAetka2SC%2Fd3WpH1hbhKWbBpnNnb4%2BBXyHX8yzKhmJmtibwWTyv%2BPPMiVBm0Ia%2FojAS%2F6u1agAYbcZFod%2B1pV14%2B4RzeqhzPaSUBPnPbEL8u%2FQ%2BZasOgjom8pNnic4SZ23bOSP47OSjwh4tWgXuhfOGQCPnnG0ZOGo1Z2qmxxouh%2Fg8RjAkWt%2BUerpaLMNPsN2obbgh11FPdgRJtzwQ%2BWjHvqY2Fd1ONQv93f6x1SG6O6bnWptWHeayOREpWh%2F5ZRDUZPm4sVE6RTRqQFHkzw12ye5048Sm2WDxMqMS0pSNZBYgxP9vmqQcnTFeOoWq8Lc5DMgn4T2XBbPFVc6IYxxFN9%2F7j%2BjDo%2BRYw0VBODzNm05vjPtjlZ%2BRAAdsJQ3Gy9DZJUyISRXEUvKyb4hIwOs8XV6e3%2FC%2FVOhuCbul1MOAxBtyey9h9NlcuJKjYhMRcX9c5hvndPT%2Bg8Am9fs40A7Ba8v58VrdloKKDRw6KoZ2y5C6eORq0dKr4OLlCCdd5Ez0tB%2Fhux8Rb9GGQSGUQfDKpgy%2B1H2Z%2BwMyzr1aVz2MHCUC7h4i%2BbzPLylgYE2%2FVoYHRC0sZTFLMuXyit4PlUEMStcsELTNU1IiQWilgUT9tywadJXZ6%2BbFOO3WQeDMVskkzYh6DU%2B0nT9dW84F%2FrdBFMIbSprUGOrEBBKy6NGYmfNa5Gi5IrZK3MNRRaf22NrWEJwdhFNIEwFWWfLI6BsyHGwnPbSfb5c3mYJwwFSBxHT9AQ%2Fs9dEDrR%2F98ajBxAo6G0Ugju%2B6cKt5%2FW4Z7us9dYnc9HjtRJ%2BzG2gry7hGGFzLHIfU5xxvUo9BgAxa6QWEQn1JqVYjXzND1zNg59XrozdCjnmzz6OhUPT1z%2BAZfpkylUWU1f%2F%2BRHxi3uB4Nx2B4vj9dfizaEq3v&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T041708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTE2WNFPU%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1e377796adc4ef0ce84bbd501a531c59c3f01a8d2ad14aab99864caaf171897d&hash=43a7e0b15a2fa90ac50928844985768402ffa93db90d9b1deffb748464c741e6&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149718923000460&tid=spdf-88da4ffa-7a35-42a0-bee9-b9bca550d1bb&sid=f4586b333f2515449d286ec5cba3cb536594gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004035007&rr=8abac6e92890ab15&cc=ca
Deadweight,The portion of outcomes that would have occurred even without the program's intervention.,Helps in accurately attributing the social value created specifically by the program.,https://books-scholarsportal-info.myaccess.library.utoronto.ca/en/read?id=/ebooks/ebooks7/taylorandfrancis7/2022-09-23/1/9781003000204#page=164
Decolonial Approach,"A methodology that seeks to deconstruct colonial ideologies in research and practice, emphasizing indigenous knowledge and perspectives.","Prioritizes local knowledge and practices, challenging dominant Western frameworks and promoting equity in research.",https://www.tandfonline.com/doi/pdf/10.1080/17441692.2023.2201632?needAccess=true
Decreased Overdose Risks,"A reduction in the likelihood of experiencing an overdose, achieved through safer drug supply and supportive services.",Indicates the program¡¯s success in improving safety and reducing harm for clients.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_Infographic_Poster-Final-2023.pdf
Degree of Stakeholder Engagement,"The level to which stakeholders are involved in the evaluation process, ranging from no involvement to complete collaboration.",Determining the appropriate level of engagement helps tailor the evaluation process to meet the needs and expectations of stakeholders.,
Depth,A measurement¡¯s degree of accuracy and detail.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Descriptive statistical analysis,Numbers and tabulations used to summarize and present quantitative information concisely.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Descriptive Statistics,"Statistical methods used to describe and summarize data, such as mean, median, and mode.",Helps in understanding the basic features of the data and provides simple summaries about the sample.,
Diffusion or imitation of treatment,Respondents in one group get the effect intended for the treatment (program) group. This is a threat to internal validity.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Direct analytic methods,Methods used to process data to provide evidence on the direct impacts or outcomes of a program.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Direct Giving Model,"A model of student philanthropy where funds are provided directly to a set number of classes each term, and students in the class decide which nonprofit organization to invest the funds in.","Provides students with hands-on experience in philanthropy and decision-making, fostering practical skills and community impact.",https://link.springer.com/article/10.1007/s10755-019-09484-12
Drop-Off,The decline in outcomes over time after the program ends.,Assesses the sustainability of the program's impact and informs long-term planning.,https://books-scholarsportal-info.myaccess.library.utoronto.ca/en/read?id=/ebooks/ebooks7/taylorandfrancis7/2022-09-23/1/9781003000204#page=166
Early Career Mentoring,Mentoring programs aimed at supporting individuals who are in the early stages of their professional careers.,"Helps new professionals navigate their career paths, offering guidance and support during a critical transition period.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/10437797.2020.1817820?needAccess=true
Economic Evaluation,"Evaluation that focuses on the financial aspects of a program, including cost-benefit analysis and cost-effectiveness analysis.","Assesses the economic efficiency of a program, ensuring that resources are used effectively.",
Empirical Investigation,The process of systematically collecting and analyzing data to test hypotheses and validate theories.,Ensures that program theories are grounded in observable evidence and can be refined based on empirical findings.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Empowerment Approach,"An approach that aims to increase the capacity of program stakeholders to plan, implement, and evaluate their own programs.","Builds skills and confidence within the community, fostering long-term sustainability and self-reliance.",
Empowerment Evaluation (EE),A collaborative evaluation approach involving program stakeholders in evaluation activities to enhance their ability to conduct evaluations and improve their programs.,"Empowers stakeholders, including youth, by building their evaluation capacity and promoting continuous self-assessment and improvement.",https://utpjournals.press/doi/pdf/10.3138/cjpe.73987
Equity-Focused Evaluation,"An approach that prioritizes fairness and justice, ensuring that the evaluation process and outcomes promote equity and address disparities.","Helps to identify and mitigate systemic inequalities, ensuring that all groups benefit from the program or intervention.",https://www.utpjournals.press/doi/pdf/10.3138/cjpe.71352
Ethical Compliance,Adherence to ethical guidelines and principles throughout the evaluation process.,Ensures that the evaluation respects the rights and dignity of all participants and stakeholders.,https://utpjournals.press/doi/pdf/10.3138/cjpe.71631
Ethical Guidelines,"Principles that govern the conduct of evaluators to ensure integrity, accountability, and respect for all participants.",Provides a moral framework to guide evaluators in maintaining professional standards.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718923X00020/1-s2.0-S0149718923000460/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGsaCXVzLWVhc3QtMSJHMEUCIEedUSgwS1PoWdLiHfiQhRHUd%2B6e60gLqzHO9PJKQtZ%2FAiEAnGJwnWJto1P%2B%2FDsLAoLGpWqkq%2FBaC0v2IoM6pvvZWwYqswUIVBAFGgwwNTkwMDM1NDY4NjUiDPPBPjy7qCfkLXIryiqQBdYJONJ%2Bi5UtC3WPbljwn9PfL0aR%2BELMjq34nxaWb5x0CteuFKa3MnUYgdQGTVqfrkuuJr7A5MsHy4mcRAWxRubMcbKfy1GgrmbpSv0gBOngzKbXbUCM15PifrV9G6A4ryRJh59KIwuAvwlia%2F8pWZzm%2BSS%2BKPyvq5%2BS51KpSeIayX9B2Npu3rQ%2FNgouAw6eXXCYAt80LokVqqEp7Z4CTAetka2SC%2Fd3WpH1hbhKWbBpnNnb4%2BBXyHX8yzKhmJmtibwWTyv%2BPPMiVBm0Ia%2FojAS%2F6u1agAYbcZFod%2B1pV14%2B4RzeqhzPaSUBPnPbEL8u%2FQ%2BZasOgjom8pNnic4SZ23bOSP47OSjwh4tWgXuhfOGQCPnnG0ZOGo1Z2qmxxouh%2Fg8RjAkWt%2BUerpaLMNPsN2obbgh11FPdgRJtzwQ%2BWjHvqY2Fd1ONQv93f6x1SG6O6bnWptWHeayOREpWh%2F5ZRDUZPm4sVE6RTRqQFHkzw12ye5048Sm2WDxMqMS0pSNZBYgxP9vmqQcnTFeOoWq8Lc5DMgn4T2XBbPFVc6IYxxFN9%2F7j%2BjDo%2BRYw0VBODzNm05vjPtjlZ%2BRAAdsJQ3Gy9DZJUyISRXEUvKyb4hIwOs8XV6e3%2FC%2FVOhuCbul1MOAxBtyey9h9NlcuJKjYhMRcX9c5hvndPT%2Bg8Am9fs40A7Ba8v58VrdloKKDRw6KoZ2y5C6eORq0dKr4OLlCCdd5Ez0tB%2Fhux8Rb9GGQSGUQfDKpgy%2B1H2Z%2BwMyzr1aVz2MHCUC7h4i%2BbzPLylgYE2%2FVoYHRC0sZTFLMuXyit4PlUEMStcsELTNU1IiQWilgUT9tywadJXZ6%2BbFOO3WQeDMVskkzYh6DU%2B0nT9dW84F%2FrdBFMIbSprUGOrEBBKy6NGYmfNa5Gi5IrZK3MNRRaf22NrWEJwdhFNIEwFWWfLI6BsyHGwnPbSfb5c3mYJwwFSBxHT9AQ%2Fs9dEDrR%2F98ajBxAo6G0Ugju%2B6cKt5%2FW4Z7us9dYnc9HjtRJ%2BzG2gry7hGGFzLHIfU5xxvUo9BgAxa6QWEQn1JqVYjXzND1zNg59XrozdCjnmzz6OhUPT1z%2BAZfpkylUWU1f%2F%2BRHxi3uB4Nx2B4vj9dfizaEq3v&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T041708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTE2WNFPU%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1e377796adc4ef0ce84bbd501a531c59c3f01a8d2ad14aab99864caaf171897d&hash=43a7e0b15a2fa90ac50928844985768402ffa93db90d9b1deffb748464c741e6&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149718923000460&tid=spdf-88da4ffa-7a35-42a0-bee9-b9bca550d1bb&sid=f4586b333f2515449d286ec5cba3cb536594gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004035007&rr=8abac6e92890ab15&cc=ca
Ethical Partnerships,"Collaborations between evaluators and communities that are based on mutual respect, trust, and shared values.",Ensures that the evaluation process is conducted in a way that respects the rights and dignity of all participants.,https://www.utpjournals.press/doi/pdf/10.3138/cjpe.71359
Ethical Review,The process of evaluating the ethical implications of a research or evaluation activity to ensure it is conducted in accordance with ethical standards.,"Protects the rights and well-being of participants, ensuring that evaluations are conducted responsibly and ethically.",https://web-p-ebscohost-com.myaccess.library.utoronto.ca/ehost/pdfviewer/pdfviewer?vid=0&sid=0d0c21d0-959c-49d1-9618-45b9de556ca8%40redis
Ethics in Evaluation,Adhering to ethical principles and standards throughout the evaluation process.,Ensuring evaluations are conducted with integrity and respect for all participants.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72355
Evaluability,"The extent to which a ToC can be evaluated, considering if the results and assumptions are measurable and if the intervention design is plausible.",A critical aspect for ensuring the ToC can be effectively used to guide evaluation efforts and inform decision-making.,https://utpjournals.press/doi/pdf/10.3138/cjpe.31128
Evaluability Assessment,"A process to determine whether a program is ready for evaluation, ensuring that the program is clearly defined and feasible for systematic assessment.",Ensures that the program is sufficiently developed and articulated to allow for meaningful evaluation.,https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1300/J147v29n02_06?needAccess=true
Evaluation Accountability (E),The evaluation accountability standards encourage adequate documentation of evaluations and a metaevaluative perspective focused on improvement and accountability for evaluation processes and products.,,https://evaluationcanada.ca/career/evaluation-standards.html
